speed,route_id,trip_direction,observationdatetime,license_plate,trip_delay,last_stop_id,actual_trip_start_time,last_stop_arrival_time,vehicle_label,trip_id,id,location.type,location.coordinates
16.0,16D,DN,2022-12-01 02:52:58+00:00,GJ05BZ3698,40.0,2026,2022-12-01 02:24:42+00:00,08:21:31,H319,20426564,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.851436,21.219777)"
24.0,658U,UP,2022-12-01 02:39:07+00:00,GJ05BX2151,236.0,2003,2022-12-01 02:32:59+00:00,08:08:13,C029,20427907,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.794602,21.187689)"
33.0,204D,DN,2022-12-01 02:43:03+00:00,GJ05BX2062,1331.0,2402,2022-12-01 01:30:31+00:00,,C016,20426919,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.84404,21.187071)"
18.0,137JD,DN,2022-12-01 00:41:58+00:00,GJ05BZ0884,3.0,4793,2022-12-01 00:33:42+00:00,06:11:02,H159,20431279,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.793573,21.247823)"
0.0,16U,UP,2022-12-01 01:58:00+00:00,GJ05BZ1915,1500.0,2028,2022-12-01 00:12:23+00:00,,H231,20426403,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.90623,21.2384)"
0.0,17AU,UP,2022-12-01 03:07:42+00:00,GJ05CU0549,264.0,4054,2022-12-01 02:48:37+00:00,08:34:17,E002,20425587,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.889022,21.225968)"
24.0,11D,DN,2022-12-01 00:50:23+00:00,GJ05BX1580,66.0,6010,2022-12-01 00:45:02+00:00,,A02,20425783,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.855019,21.126939)"
33.0,315U,UP,2022-12-01 01:59:52+00:00,GJ05BX3446,480.0,2065,2022-12-01 01:34:16+00:00,07:22:27,M54,20431419,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.826258,21.139835)"
0.0,205KD,DN,2022-12-01 01:19:43+00:00,GJ05BX3263,272.0,4512,2022-12-01 00:28:34+00:00,06:47:42,M34,20430518,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.827361,21.149719)"
0.0,104U,UP,2022-12-01 00:28:55+00:00,GJ05BX3043,300.0,10,2022-12-01 00:25:25+00:00,,M04,20428506,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.840098,21.203873)"
21.0,117U,UP,2022-12-01 01:29:56+00:00,GJ05BX2966,239.0,2768,2022-12-01 01:08:05+00:00,06:59:36,C141,20432436,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.787449,21.210857)"
0.0,204D,DN,2022-12-01 02:29:46+00:00,GJ05BX2062,2138.0,1008,2022-12-01 01:30:31+00:00,,C016,20426919,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.816904,21.192393)"
0.0,706U,UP,2022-12-01 00:26:30+00:00,GJ05BZ2888,224.0,4704,2022-12-01 00:23:26+00:00,,H305,20429292,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.789291,21.236963)"
8.0,504D,DN,2022-12-01 03:01:10+00:00,GJ05BX3399,1281.0,4027,2022-12-01 02:48:02+00:00,08:29:36,M47,20427256,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.856236,21.124225)"
50.0,11U,UP,2022-12-01 02:59:15+00:00,GJ05BX2498,127.0,4023,2022-12-01 02:52:35+00:00,08:28:26,A50,20425754,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.851234,21.137387)"
0.0,13D,DN,2022-12-01 00:33:57+00:00,GJ05BZ3538,165.0,6884,2022-12-01 00:31:29+00:00,,H371,20426397,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.957482,21.173409)"
20.0,117D,DN,2022-12-01 02:50:17+00:00,GJ05BX2966,123.0,2760,2022-12-01 02:36:04+00:00,08:19:23,C141,20432511,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.7938,21.192722)"
37.0,22U,UP,2022-12-01 01:44:09+00:00,GJ05BX8940,903.0,2028,2022-12-01 01:28:42+00:00,,H20,20429135,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.869662,21.218728)"
30.0,21D,DN,2022-12-01 01:23:31+00:00,GJ05CU7143,1183.0,2008,2022-12-01 00:44:21+00:00,06:52:41,E109,20425287,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.793608,21.210843)"
26.0,212JU,UP,2022-12-01 01:53:14+00:00,GJ05BX2540,956.0,2021,2022-12-01 01:31:22+00:00,07:21:33,C105,20430152,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.847825,21.237908)"
29.0,116BRU,UP,2022-12-01 01:19:16+00:00,GJ05BZ0713,856.0,1003,2022-12-01 01:16:36+00:00,06:48:00,H141,20430997,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.842494,21.191412)"
24.0,17AD,DN,2022-12-01 01:11:55+00:00,GJ05CU5917,1795.0,4034,2022-12-01 00:51:10+00:00,06:39:55,E065,20425722,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.916483,21.24321)"
29.0,20U,UP,2022-12-01 03:08:56+00:00,GJ05BX2049,163.0,4242,2022-12-01 02:59:23+00:00,08:36:44,A13,20425971,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.847394,21.237394)"
32.0,207ED,DN,2022-12-01 01:19:28+00:00,GJ05BZ2963,216.0,2011,2022-12-01 00:53:30+00:00,06:35:52,H311,20431077,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.803967,21.209287)"
21.0,658U,UP,2022-12-01 02:20:47+00:00,GJ05BX2183,147.0,6959,2022-12-01 01:55:33+00:00,,C034,20427904,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.721926,21.190522)"
22.0,107JU,UP,2022-12-01 01:22:24+00:00,GJ05BX2755,3.0,2761,2022-12-01 00:57:07+00:00,06:51:48,C122,20429475,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.793462,21.19554)"
32.0,302U,UP,2022-12-01 02:04:17+00:00,GJ05BZ3615,609.0,4202,2022-12-01 00:50:02+00:00,06:54:18,H359,20432034,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.811543,21.238063)"
31.0,17AD,DN,2022-12-01 01:45:26+00:00,GJ05CU0549,603.0,1015,2022-12-01 01:32:36+00:00,07:13:56,E002,20425586,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.831474,21.211058)"
12.0,106RU,UP,2022-12-01 03:05:45+00:00,GJ05BX3439,528.0,10,2022-12-01 02:46:23+00:00,,C188,20429711,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.839036,21.203048)"
38.0,22D,DN,2022-12-01 01:12:44+00:00,GJ05BX8940,443.0,4057,2022-12-01 00:56:26+00:00,06:41:55,H20,20429134,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.861177,21.234216)"
30.0,21D,DN,2022-12-01 00:58:21+00:00,GJ05CU7143,475.0,2081,2022-12-01 00:44:21+00:00,06:27:21,E109,20425287,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.863908,21.190494)"
19.0,105D,DN,2022-12-01 00:52:03+00:00,GJ05BX3174,229.0,4539,2022-12-01 00:44:44+00:00,06:21:38,M16,20428825,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.847252,21.143616)"
39.0,11D,DN,2022-12-01 01:12:18+00:00,GJ05BX2498,92.0,4022,2022-12-01 00:59:47+00:00,06:41:07,A50,20425784,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.846063,21.151303)"
0.0,213U,UP,2022-12-01 02:14:20+00:00,GJ05BZ0696,2008.0,2013,2022-12-01 01:55:08+00:00,07:26:08,H184,20431192,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.803271,21.232958)"
16.0,14U,UP,2022-12-01 03:05:54+00:00,GJ05BX8849,92.0,4252,2022-12-01 02:07:35+00:00,08:33:58,H30,20430847,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.851194,21.247806)"
20.0,12U,UP,2022-12-01 03:01:06+00:00,GJ05BX1291,2.0,4051,2022-12-01 02:15:31+00:00,08:30:36,P50,20432937,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.895697,21.218746)"
34.0,153RU,UP,2022-12-01 02:00:58+00:00,GJ05BX3148,1338.0,2691,2022-12-01 01:59:48+00:00,07:29:27,C155,20430387,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.783311,21.169969)"
0.0,13U,UP,2022-12-01 02:57:16+00:00,GJ05BZ3538,313.0,6883,2022-12-01 01:53:52+00:00,08:19:16,H371,20426274,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.957029,21.173674)"
16.0,118U,UP,2022-12-01 02:59:16+00:00,GJ05BZ2063,932.0,4040,2022-12-01 02:33:14+00:00,08:25:16,H248,20428303,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.846824,21.269721)"
29.0,315D,DN,2022-12-01 02:39:16+00:00,GJ05BX3438,456.0,2519,2022-12-01 02:02:54+00:00,08:07:26,M53,20431021,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.831573,21.170016)"
39.0,19U,UP,2022-12-01 02:52:18+00:00,GJ05BX1729,65.0,2033,2022-12-01 01:20:35+00:00,07:00:46,A04,20427282,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.871344,21.19051)"
30.0,17AD,DN,2022-12-01 02:43:09+00:00,GJ05CU5917,42.0,2004,2022-12-01 02:37:04+00:00,08:10:49,E065,20425724,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.805188,21.196204)"
33.0,21D,DN,2022-12-01 01:59:36+00:00,GJ05CU2452,193.0,4022,2022-12-01 01:58:06+00:00,,E036,20425208,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.853679,21.14833)"
27.0,153RU,UP,2022-12-01 02:03:59+00:00,GJ05BX3148,1034.0,2689,2022-12-01 01:59:48+00:00,07:33:18,C155,20430387,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.792171,21.17251)"
29.0,104D,DN,2022-12-01 00:55:47+00:00,GJ05BX3048,509.0,2559,2022-12-01 00:33:15+00:00,06:25:07,M06,20428539,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.848646,21.170397)"
35.0,506D,DN,2022-12-01 01:22:33+00:00,GJ05BX3508,878.0,4446,2022-12-01 00:37:54+00:00,06:49:58,M60,20427779,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.873308,21.156508)"
22.0,147JD,DN,2022-12-01 01:54:30+00:00,GJ05BZ3567,86.0,2731,2022-12-01 01:33:46+00:00,07:23:22,H355,20430884,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.810781,21.197808)"
21.0,22D,DN,2022-12-01 02:41:50+00:00,GJ05BX8837,324.0,4032,2022-12-01 02:37:30+00:00,08:10:30,H15,20429154,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.880735,21.221893)"
43.0,13U,UP,2022-12-01 01:44:18+00:00,GJ05CU5664,448.0,2032,2022-12-01 01:08:13+00:00,07:12:28,E051,20426251,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.868553,21.193864)"
0.0,504D,DN,2022-12-01 02:56:06+00:00,GJ05BX3399,1239.0,4528,2022-12-01 02:48:02+00:00,08:23:51,M47,20427256,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.851828,21.116729)"
32.0,17AU,UP,2022-12-01 01:55:36+00:00,GJ05CU5748,54.0,4034,2022-12-01 01:43:11+00:00,07:23:56,E068,20425733,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.905164,21.233197)"
0.0,302U,UP,2022-12-01 01:58:05+00:00,GJ05BZ3615,1197.0,4204,2022-12-01 00:50:02+00:00,,H359,20432034,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.809085,21.241123)"
36.0,103SD,DN,2022-12-01 02:59:19+00:00,GJ05BZ0701,165.0,2028,2022-12-01 01:46:48+00:00,08:26:59,H185,20431906,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.866444,21.220252)"
14.0,12U,UP,2022-12-01 02:42:37+00:00,GJ05BX1436,534.0,2035,2022-12-01 02:35:39+00:00,,P65,20432888,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.863524,21.190949)"
40.0,136U,UP,2022-12-01 00:38:23+00:00,GJ05BX2218,67.0,1008,2022-12-01 00:32:52+00:00,06:07:32,A27,20428929,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.821906,21.180517)"
0.0,136D,DN,2022-12-01 02:07:01+00:00,GJ05BX2009,250.0,2608,2022-12-01 01:47:26+00:00,07:35:21,A11,20428965,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.792478,21.172751)"
0.0,19U,UP,2022-12-01 02:39:04+00:00,GJ05BX1583,7015.0,10,2022-12-01 00:42:57+00:00,,A03,20427279,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.84008,21.203994)"
26.0,305U,UP,2022-12-01 01:12:32+00:00,GJ05BX3732,1706.0,4532,2022-12-01 00:38:10+00:00,06:37:23,M67,20429112,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.834016,21.138335)"
16.0,19U,UP,2022-12-01 00:48:22+00:00,GJ05BX2414,11.0,4055,2022-12-01 00:30:16+00:00,06:17:52,A46,20427278,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.889749,21.19013)"
17.0,12U,UP,2022-12-01 01:02:48+00:00,GJ05BX1314,12.0,2056,2022-12-01 00:50:38+00:00,06:32:29,P55,20432986,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.795183,21.159671)"
23.0,506D,DN,2022-12-01 01:17:19+00:00,GJ05BX3508,917.0,2443,2022-12-01 00:37:54+00:00,06:45:44,M60,20427779,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.86178,21.158456)"
0.0,17AD,DN,2022-12-01 01:00:00+00:00,GJ05CU5917,1268.0,2086,2022-12-01 00:51:10+00:00,06:26:25,E065,20425722,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.870971,21.219174)"
18.0,13U,UP,2022-12-01 01:02:31+00:00,GJ05CU5516,57.0,2017,2022-12-01 00:53:41+00:00,06:31:26,E050,20426247,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.830236,21.230629)"
14.0,15CU,UP,2022-12-01 02:57:56+00:00,GJ05CU7123,437.0,2036,2022-12-01 02:35:51+00:00,08:27:21,E112,20432328,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.860528,21.188956)"
2.0,116RU,UP,2022-12-01 02:41:32+00:00,GJ05BZ1535,680.0,10,2022-12-01 02:24:24+00:00,,H234,20431512,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.84013,21.20421)"
0.0,504D,DN,2022-12-01 02:44:28+00:00,GJ05BX3399,835.0,4534,2022-12-01 02:39:59+00:00,,M47,20427256,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.852369,21.12587)"
28.0,12D,DN,2022-12-01 00:57:02+00:00,GJ05BV2998,111.0,4013,2022-12-01 00:43:49+00:00,06:25:46,P34,20432712,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.782953,21.154877)"
44.0,12U,UP,2022-12-01 01:39:09+00:00,GJ05BV4819,16.0,4012,2022-12-01 01:28:31+00:00,07:07:40,P42,20432737,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.788375,21.157173)"
47.0,17AD,DN,2022-12-01 01:29:10+00:00,GJ05CU2487,61.0,1012,2022-12-01 01:21:15+00:00,06:55:30,E030,20425507,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.816315,21.20593)"
0.0,21U,UP,2022-12-01 02:59:46+00:00,GJ05CU7056,387.0,2073,2022-12-01 02:17:41+00:00,08:29:26,E103,20425320,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.871441,21.171863)"
33.0,17AU,UP,2022-12-01 02:49:43+00:00,GJ05CU2220,1058.0,2028,2022-12-01 02:24:43+00:00,08:17:13,E026,20425478,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.857317,21.212573)"
48.0,14U,UP,2022-12-01 01:39:51+00:00,GJ05CU2568,697.0,2021,2022-12-01 00:56:01+00:00,07:09:06,E038,20430652,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.843994,21.234803)"
27.0,205KD,DN,2022-12-01 00:44:20+00:00,GJ05BX3263,36.0,6900,2022-12-01 00:28:34+00:00,06:13:30,M34,20430518,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.876621,21.092147)"
0.0,403U,UP,2022-12-01 01:56:26+00:00,GJ05BZ2776,975.0,2456,2022-12-01 01:48:34+00:00,,H296,20427640,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.857929,21.166636)"
39.0,17AU,UP,2022-12-01 03:00:48+00:00,GJ05CU5784,162.0,6006,2022-12-01 02:56:48+00:00,08:28:48,E069,20425568,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.939641,21.256823)"
22.0,205KD,DN,2022-12-01 01:11:15+00:00,GJ05BX3265,1704.0,4029,2022-12-01 01:07:05+00:00,,M36,20430526,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.860246,21.114354)"
0.0,13U,UP,2022-12-01 03:03:31+00:00,GJ05CU2178,22.0,2032,2022-12-01 02:28:11+00:00,08:31:16,E037,20426207,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.867096,21.192925)"
1.0,706D,DN,2022-12-01 02:05:58+00:00,GJ05BZ2888,432.0,7830,2022-12-01 01:37:58+00:00,07:35:46,H305,20429356,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.794582,21.201233)"
32.0,14U,UP,2022-12-01 02:43:19+00:00,GJ05CU5965,729.0,4252,2022-12-01 01:51:54+00:00,08:11:59,E057,20430570,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.85146,21.245429)"
39.0,17AU,UP,2022-12-01 02:39:49+00:00,GJ05CU5705,344.0,4035,2022-12-01 02:21:44+00:00,,E061,20425557,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.88385,21.223589)"
0.0,136U,UP,2022-12-01 02:01:59+00:00,GJ05BX2218,576.0,10,2022-12-01 01:56:59+00:00,,A27,20428934,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.840129,21.204216)"
25.0,104D,DN,2022-12-01 01:20:02+00:00,GJ05BX3056,345.0,4446,2022-12-01 01:07:31+00:00,06:46:52,M08,20428575,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.868997,21.15442)"
0.0,315D,DN,2022-12-01 01:27:02+00:00,GJ05BX3446,1341.0,2563,2022-12-01 00:38:27+00:00,,M54,20431050,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.83407,21.17777)"
18.0,21U,UP,2022-12-01 01:26:46+00:00,GJ05CU0654,1399.0,2068,2022-12-01 00:47:31+00:00,06:56:21,E003,20425227,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.864641,21.151071)"
0.0,903D,DN,2022-12-01 02:41:58+00:00,GJ05BZ0870,1608.0,4321,2022-12-01 02:14:42+00:00,,H155,20431468,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.881562,21.214198)"
31.0,106RU,UP,2022-12-01 02:57:26+00:00,GJ05BX3150,179.0,1007,2022-12-01 02:48:13+00:00,08:24:26,C088,20429728,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,Point,"(72.821997,21.180869)"
